|table_name|chunk_id|column_id|    column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes|point_accesses|sequential_accesses|monotonic_accesses|random_accesses|dictionary_accesses|
|  lineitem|       1|        5|l_extendedprice|           float|               63046|   Dictionary|  FixedSize2ByteAligned|       383350|             0|           10944345|                 0|         338269|           10944345|
|  lineitem|       1|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         324658|           10944345|
|  lineitem|       1|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       1|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       1|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       1|       10|     l_shipdate|          string|                  34|   Dictionary|  FixedSize1ByteAligned|        67023|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       1|       11|   l_commitdate|          string|                 171|   Dictionary|  FixedSize1ByteAligned|        72503|             0|              65535|            321008|         929128|             386543|
|  lineitem|       1|       12|  l_receiptdate|          string|                  63|   Dictionary|  FixedSize1ByteAligned|        68183|             0|              65535|            321008|         929128|             386543|
|  lineitem|       1|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             34546|              0|              71751|
|  lineitem|       1|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            257137|              0|              81075|
|  lineitem|       1|       15|      l_comment|          string|               63652|   Dictionary|  FixedSize2ByteAligned|      4318112|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        0|     l_orderkey|             int|               44634|   Dictionary|  FixedSize2ByteAligned|       309702|             0|          106756515|            731268|        3771408|          107487783|
|  lineitem|       2|        1|      l_partkey|             int|               56124|   Dictionary|  FixedSize2ByteAligned|       355662|             0|          305982915|            321376|         693989|          306304291|
|  lineitem|       2|        2|      l_suppkey|             int|                9984|   Dictionary|  FixedSize2ByteAligned|       171102|             0|            8060805|            202411|        2162166|            8263216|
|  lineitem|       2|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2292|           11206485|             10208|         623757|           11247537|
|  lineitem|       2|        5|l_extendedprice|           float|               63116|   Dictionary|  FixedSize2ByteAligned|       383630|             0|           10944345|                 0|         336691|           10944345|
|  lineitem|       2|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         323722|           10944345|
|  lineitem|       2|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       2|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       2|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       2|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       2|       11|   l_commitdate|          string|                 197|   Dictionary|  FixedSize1ByteAligned|        73543|             0|              65535|            320762|         954652|             386297|
|  lineitem|       2|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            320762|         954652|             386297|
|  lineitem|       2|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             37089|              0|              71751|
|  lineitem|       2|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            248904|              0|              81075|
|  lineitem|       2|       15|      l_comment|          string|               63723|   Dictionary|  FixedSize2ByteAligned|      4320918|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        0|     l_orderkey|             int|               44851|   Dictionary|  FixedSize2ByteAligned|       310570|             0|          106756515|            727660|        3755550|          107484175|
|  lineitem|       3|        1|      l_partkey|             int|               55844|   Dictionary|  FixedSize2ByteAligned|       354542|             0|          305982915|            321950|         670891|          306304865|
|  lineitem|       3|        2|      l_suppkey|             int|                9987|   Dictionary|  FixedSize2ByteAligned|       171114|             0|            8060805|            202855|        2165018|            8263660|
|  lineitem|       3|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          3203|           11206485|              7834|         619763|           11247273|
|  lineitem|       3|        5|l_extendedprice|           float|               63075|   Dictionary|  FixedSize2ByteAligned|       383466|             0|           10944345|                 0|         336997|           10944345|
|  lineitem|       3|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         324101|           10944345|
|  lineitem|       3|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       3|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       3|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       3|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       3|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            320668|         951139|             386203|
|  lineitem|       3|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            320668|         951139|             386203|
|  lineitem|       3|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             36112|              0|              71751|
|  lineitem|       3|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            252522|              0|              81075|
|  lineitem|       3|       15|      l_comment|          string|               63721|   Dictionary|  FixedSize2ByteAligned|      4321610|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        0|     l_orderkey|             int|               44941|   Dictionary|  FixedSize2ByteAligned|       310930|             0|          106756515|            735251|        3747719|          107491766|
|  lineitem|       4|        1|      l_partkey|             int|               55800|   Dictionary|  FixedSize2ByteAligned|       354366|             0|          305982915|            321329|         660425|          306304244|
|  lineitem|       4|        2|      l_suppkey|             int|                9988|   Dictionary|  FixedSize2ByteAligned|       171118|             0|            8060805|            201839|        2158071|            8262644|
|  lineitem|       4|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2472|           11206485|              8829|         621894|           11247699|
|  lineitem|       4|        5|l_extendedprice|           float|               63020|   Dictionary|  FixedSize2ByteAligned|       383246|             0|           10944345|                 0|         336835|           10944345|
|  lineitem|       4|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         323506|           10944345|
|  lineitem|       4|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       4|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       4|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       4|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       4|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|            319732|         949829|             385267|
|  lineitem|       4|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            319732|         949829|             385267|
|  lineitem|       4|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             34503|              0|              71751|
|  lineitem|       4|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            250744|              0|              81075|
|  lineitem|       4|       15|      l_comment|          string|               63763|   Dictionary|  FixedSize2ByteAligned|      4321179|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        0|     l_orderkey|             int|               44927|   Dictionary|  FixedSize2ByteAligned|       310874|             0|          106756515|            725905|        3782698|          107482420|
|  lineitem|       5|        1|      l_partkey|             int|               55958|   Dictionary|  FixedSize2ByteAligned|       354998|             0|          305982915|            321861|         650231|          306304776|
|  lineitem|       5|        2|      l_suppkey|             int|                9986|   Dictionary|  FixedSize2ByteAligned|       171110|             0|            8060805|            202022|        2163287|            8262827|
|  lineitem|       5|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2618|           11206485|              8012|         621687|           11245677|
|  lineitem|       5|        5|l_extendedprice|           float|               63015|   Dictionary|  FixedSize2ByteAligned|       383226|             0|           10944345|                 0|         336857|           10944345|
|  lineitem|       5|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         323890|           10944345|
|  lineitem|       5|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       5|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       5|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       5|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       5|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            320207|         957187|             385742|
|  lineitem|       5|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            320207|         957187|             385742|
|  lineitem|       5|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             33147|              0|              71751|
|  lineitem|       5|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            243569|              0|              81075|
|  lineitem|       5|       15|      l_comment|          string|               63703|   Dictionary|  FixedSize2ByteAligned|      4321714|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        0|     l_orderkey|             int|               44741|   Dictionary|  FixedSize2ByteAligned|       310130|             0|          106756515|            736454|        3744181|          107492969|
|  lineitem|       6|        1|      l_partkey|             int|               55914|   Dictionary|  FixedSize2ByteAligned|       354822|             0|          305982915|            321894|         643617|          306304809|
|  lineitem|       6|        2|      l_suppkey|             int|                9988|   Dictionary|  FixedSize2ByteAligned|       171118|             0|            8060805|            202720|        2162145|            8263525|
|  lineitem|       6|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2126|           11206485|              9228|         622867|           11247483|
|  lineitem|       6|        5|l_extendedprice|           float|               63047|   Dictionary|  FixedSize2ByteAligned|       383354|             0|           10944345|                 0|         337661|           10944345|
|  lineitem|       6|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         324283|           10944345|
|  lineitem|       6|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       6|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       6|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       6|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       6|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            320911|         956140|             386446|
|  lineitem|       6|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            320911|         956140|             386446|
|  lineitem|       6|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             35003|              0|              71751|
|  lineitem|       6|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            248539|              0|              81075|
|  lineitem|       6|       15|      l_comment|          string|               63721|   Dictionary|  FixedSize2ByteAligned|      4319682|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        0|     l_orderkey|             int|               44739|   Dictionary|  FixedSize2ByteAligned|       310122|             0|          106756515|            731368|        3778652|          107487883|
|  lineitem|       7|        1|      l_partkey|             int|               55956|   Dictionary|  FixedSize2ByteAligned|       354990|             0|          305982915|            322228|         639262|          306305143|
|  lineitem|       7|        2|      l_suppkey|             int|                9980|   Dictionary|  FixedSize2ByteAligned|       171086|             0|            8060805|            204570|        2172364|            8265375|
|  lineitem|       7|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2611|           11206485|              8083|         623559|           11247759|
|  lineitem|       7|        5|l_extendedprice|           float|               62902|   Dictionary|  FixedSize2ByteAligned|       382774|             0|           10944345|                 0|         337413|           10944345|
|  lineitem|       7|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         324357|           10944345|
|  lineitem|       7|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       7|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       7|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       7|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       7|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|            321702|         963423|             387237|
|  lineitem|       7|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            321702|         963423|             387237|
|  lineitem|       7|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             40344|              0|              71751|
|  lineitem|       7|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            249355|              0|              81075|
|  lineitem|       7|       15|      l_comment|          string|               63729|   Dictionary|  FixedSize2ByteAligned|      4321719|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        0|     l_orderkey|             int|               44850|   Dictionary|  FixedSize2ByteAligned|       310566|             0|          106756515|            734697|        3761537|          107491212|
|  lineitem|       8|        1|      l_partkey|             int|               55988|   Dictionary|  FixedSize2ByteAligned|       355118|             0|          305982915|            322209|         636634|          306305124|
|  lineitem|       8|        2|      l_suppkey|             int|                9987|   Dictionary|  FixedSize2ByteAligned|       171114|             0|            8060805|            202128|        2162227|            8262933|
|  lineitem|       8|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2304|           11206485|              9856|         623364|           11247585|
|  lineitem|       8|        5|l_extendedprice|           float|               63034|   Dictionary|  FixedSize2ByteAligned|       383302|             0|           10944345|                 0|         337507|           10944345|
|  lineitem|       8|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           10944345|                 0|         324462|           10944345|
|  lineitem|       8|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       8|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       8|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       8|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5504940|                 0|              0|            5504940|
|  lineitem|       8|       11|   l_commitdate|          string|                 206|   Dictionary|  FixedSize1ByteAligned|        73903|             0|              65535|            321231|         957629|             386766|
|  lineitem|       8|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            321231|         957629|             386766|
|  lineitem|       8|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             38528|              0|              71751|
|  lineitem|       8|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            258010|              0|              81075|
|  lineitem|       8|       15|      l_comment|          string|               63737|   Dictionary|  FixedSize2ByteAligned|      4322582|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        0|     l_orderkey|             int|               44778|   Dictionary|  FixedSize2ByteAligned|       310278|             0|          106756515|            730762|        3766974|          107487277|
|  lineitem|       9|        1|      l_partkey|             int|               55830|   Dictionary|  FixedSize2ByteAligned|       354486|             0|          305982915|            322348|         631882|          306305263|
|  lineitem|       9|        2|      l_suppkey|             int|                9985|   Dictionary|  FixedSize2ByteAligned|       171106|             0|            8060805|            204207|        2167708|            8265012|
|  lineitem|       9|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2617|           11206485|              8949|         621485|           11246229|
