|table_name|chunk_id|column_id|    column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes|point_accesses|sequential_accesses|monotonic_accesses|random_accesses|dictionary_accesses|
|      part|       3|        1|         p_name|          string|                3395|   Dictionary|    TurboPForBitpacking|       255687|             0|            7129500|                 0|              0|              51803|
|      part|       3|        2|         p_mfgr|          string|                   5|   Dictionary|    TurboPForBitpacking|         1602|             0|               3395|                 0|              0|               3395|
|      part|       3|        3|        p_brand|          string|                  25|   Dictionary|    TurboPForBitpacking|         3250|           487|            8630090|           1332937|         122991|            1298513|
|      part|       3|        4|         p_type|          string|                 150|   Dictionary|    TurboPForBitpacking|        12763|             0|            1805230|           8139447|         112269|            4327905|
|      part|       3|        5|         p_size|             int|                  50|   Dictionary|    TurboPForBitpacking|         2843|           704|           17484250|           3258979|         112440|            3310549|
|      part|       3|        6|    p_container|          string|                  40|   Dictionary|    TurboPForBitpacking|         4275|             0|            2906120|            270672|          10104|             280907|
|      part|       3|        7|   p_retailsize|           float|                1239|   Dictionary|    TurboPForBitpacking|         9721|             0|               3395|                 0|              0|               3395|
|      part|       3|        8|      p_comment|          string|                3278|   Dictionary|    TurboPForBitpacking|       162171|             0|               3395|                 0|              0|               3395|
|  lineitem|       0|        0|     l_orderkey|             int|               31956|   Dictionary|    TurboPForBitpacking|       250799|             0|           90372765|            441205|        3865468|           90813970|
|  lineitem|       0|        1|      l_partkey|             int|               55822|   Dictionary|    TurboPForBitpacking|       354454|             0|          137689035|            291841|         454820|          137980876|
|  lineitem|       0|        2|      l_suppkey|             int|                9989|   Dictionary|    TurboPForBitpacking|       154739|             0|            6946710|             71172|        1790136|            7017882|
|  lineitem|       0|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       0|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|           958|            9240435|              4056|         405379|            9257139|
|  lineitem|       0|        5|l_extendedprice|           float|               63142|   Dictionary|    TurboPForBitpacking|       383734|             0|            8322945|                 0|         297903|            8322945|
|  lineitem|       0|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         293021|            8322945|
|  lineitem|       0|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       0|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|            126|            4194240|
|  lineitem|       0|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|            126|            4194240|
|  lineitem|       0|       10|     l_shipdate|          string|                  80|   Dictionary|    TurboPForBitpacking|        60672|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       0|       11|   l_commitdate|          string|                 138|   Dictionary|    TurboPForBitpacking|        71183|             0|              65535|            273769|         729079|             339304|
|  lineitem|       0|       12|  l_receiptdate|          string|                 108|   Dictionary|    TurboPForBitpacking|        61792|             0|              65535|            273769|         729079|             339304|
|  lineitem|       0|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             15596|              0|              68199|
|  lineitem|       0|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            111372|              0|              72195|
|  lineitem|       0|       15|      l_comment|          string|               63743|   Dictionary|    TurboPForBitpacking|      4315175|             0|              65535|                 0|              0|              65535|
|  lineitem|       1|        0|     l_orderkey|             int|               40832|   Dictionary|    TurboPForBitpacking|       294494|             0|           90372765|            586649|        3273843|           90959414|
|  lineitem|       1|        1|      l_partkey|             int|               56074|   Dictionary|    TurboPForBitpacking|       355462|             0|          137689035|            291123|         440908|          137980158|
|  lineitem|       1|        2|      l_suppkey|             int|                9988|   Dictionary|    TurboPForBitpacking|       154735|             0|            6946710|            147763|        1933425|            7094473|
|  lineitem|       1|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       1|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1017|            9240435|              3753|         404124|            9256743|
|  lineitem|       1|        5|l_extendedprice|           float|               63046|   Dictionary|    TurboPForBitpacking|       383350|             0|            8322945|                 0|         297231|            8322945|
|  lineitem|       1|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292033|            8322945|
|  lineitem|       1|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       1|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       1|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       1|       10|     l_shipdate|          string|                  34|   Dictionary|    TurboPForBitpacking|        50640|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       1|       11|   l_commitdate|          string|                 171|   Dictionary|    TurboPForBitpacking|        72503|             0|              65535|            274171|         794871|             339706|
|  lineitem|       1|       12|  l_receiptdate|          string|                  63|   Dictionary|    TurboPForBitpacking|        51800|             0|              65535|            274171|         794871|             339706|
|  lineitem|       1|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             14685|              0|              68199|
|  lineitem|       1|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            109652|              0|              72195|
|  lineitem|       1|       15|      l_comment|          string|               63652|   Dictionary|    TurboPForBitpacking|      4318112|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        0|     l_orderkey|             int|               44634|   Dictionary|    TurboPForBitpacking|       309702|             0|           90372765|            642720|        3124701|           91015485|
|  lineitem|       2|        1|      l_partkey|             int|               56124|   Dictionary|    TurboPForBitpacking|       355662|             0|          137689035|            292278|         435328|          137981313|
|  lineitem|       2|        2|      l_suppkey|             int|                9984|   Dictionary|    TurboPForBitpacking|       154719|             0|            6946710|            172686|        1935792|            7119396|
|  lineitem|       2|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|           965|            9240435|              4355|         408065|            9257907|
|  lineitem|       2|        5|l_extendedprice|           float|               63116|   Dictionary|    TurboPForBitpacking|       383630|             0|            8322945|                 0|         298267|            8322945|
|  lineitem|       2|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         293308|            8322945|
|  lineitem|       2|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       2|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       2|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       2|       10|     l_shipdate|          string|                  28|   Dictionary|    TurboPForBitpacking|        42208|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       2|       11|   l_commitdate|          string|                 197|   Dictionary|    TurboPForBitpacking|        73543|             0|              65535|            274004|         816933|             339539|
|  lineitem|       2|       12|  l_receiptdate|          string|                  57|   Dictionary|    TurboPForBitpacking|        51560|             0|              65535|            274004|         816933|             339539|
|  lineitem|       2|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             15643|              0|              68199|
|  lineitem|       2|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            106692|              0|              72195|
|  lineitem|       2|       15|      l_comment|          string|               63723|   Dictionary|    TurboPForBitpacking|      4320918|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        0|     l_orderkey|             int|               44851|   Dictionary|    TurboPForBitpacking|       310570|             0|           90372765|            638369|        3111908|           91011134|
|  lineitem|       3|        1|      l_partkey|             int|               55844|   Dictionary|    TurboPForBitpacking|       354542|             0|          137689035|            290999|         425606|          137980034|
|  lineitem|       3|        2|      l_suppkey|             int|                9987|   Dictionary|    TurboPForBitpacking|       154731|             0|            6946710|            173685|        1929726|            7120395|
|  lineitem|       3|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1416|            9240435|              3436|         405726|            9258153|
|  lineitem|       3|        5|l_extendedprice|           float|               63075|   Dictionary|    TurboPForBitpacking|       383466|             0|            8322945|                 0|         296904|            8322945|
|  lineitem|       3|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         291933|            8322945|
|  lineitem|       3|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       3|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       3|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       3|       10|     l_shipdate|          string|                  27|   Dictionary|    TurboPForBitpacking|        42168|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       3|       11|   l_commitdate|          string|                 204|   Dictionary|    TurboPForBitpacking|        73823|             0|              65535|            273752|         815647|             339287|
|  lineitem|       3|       12|  l_receiptdate|          string|                  56|   Dictionary|    TurboPForBitpacking|        51520|             0|              65535|            273752|         815647|             339287|
|  lineitem|       3|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             15593|              0|              68199|
|  lineitem|       3|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            108439|              0|              72195|
|  lineitem|       3|       15|      l_comment|          string|               63721|   Dictionary|    TurboPForBitpacking|      4321610|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        0|     l_orderkey|             int|               44941|   Dictionary|    TurboPForBitpacking|       310930|             0|           90372765|            642879|        3112271|           91015644|
|  lineitem|       4|        1|      l_partkey|             int|               55800|   Dictionary|    TurboPForBitpacking|       354366|             0|          137689035|            292559|         421769|          137981594|
|  lineitem|       4|        2|      l_suppkey|             int|                9988|   Dictionary|    TurboPForBitpacking|       154735|             0|            6946710|            173128|        1936333|            7119838|
|  lineitem|       4|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1081|            9240435|              3829|         407107|            9258291|
|  lineitem|       4|        5|l_extendedprice|           float|               63020|   Dictionary|    TurboPForBitpacking|       383246|             0|            8322945|                 0|         298528|            8322945|
|  lineitem|       4|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         293501|            8322945|
|  lineitem|       4|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       4|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       4|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       4|       10|     l_shipdate|          string|                  27|   Dictionary|    TurboPForBitpacking|        42168|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       4|       11|   l_commitdate|          string|                 205|   Dictionary|    TurboPForBitpacking|        73863|             0|              65535|            274355|         815556|             339890|
|  lineitem|       4|       12|  l_receiptdate|          string|                  56|   Dictionary|    TurboPForBitpacking|        51520|             0|              65535|            274355|         815556|             339890|
|  lineitem|       4|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             14915|              0|              68199|
|  lineitem|       4|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            107394|              0|              72195|
|  lineitem|       4|       15|      l_comment|          string|               63763|   Dictionary|    TurboPForBitpacking|      4321179|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        0|     l_orderkey|             int|               44927|   Dictionary|    TurboPForBitpacking|       310874|             0|           90372765|            637849|        3135241|           91010614|
|  lineitem|       5|        1|      l_partkey|             int|               55958|   Dictionary|    TurboPForBitpacking|       354998|             0|          137689035|            291585|         417793|          137980620|
|  lineitem|       5|        2|      l_suppkey|             int|                9986|   Dictionary|    TurboPForBitpacking|       154727|             0|            6946710|            173132|        1931829|            7119842|
|  lineitem|       5|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1127|            9240435|              3487|         406708|            9257283|
|  lineitem|       5|        5|l_extendedprice|           float|               63015|   Dictionary|    TurboPForBitpacking|       383226|             0|            8322945|                 0|         297501|            8322945|
|  lineitem|       5|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292501|            8322945|
|  lineitem|       5|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       5|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       5|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       5|       10|     l_shipdate|          string|                  28|   Dictionary|    TurboPForBitpacking|        42208|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       5|       11|   l_commitdate|          string|                 204|   Dictionary|    TurboPForBitpacking|        73823|             0|              65535|            273940|         817886|             339475|
|  lineitem|       5|       12|  l_receiptdate|          string|                  57|   Dictionary|    TurboPForBitpacking|        51560|             0|              65535|            273940|         817886|             339475|
|  lineitem|       5|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             14306|              0|              68199|
|  lineitem|       5|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            104877|              0|              72195|
|  lineitem|       5|       15|      l_comment|          string|               63703|   Dictionary|    TurboPForBitpacking|      4321714|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        0|     l_orderkey|             int|               44741|   Dictionary|    TurboPForBitpacking|       310130|             0|           90372765|            647024|        3102993|           91019789|
|  lineitem|       6|        1|      l_partkey|             int|               55914|   Dictionary|    TurboPForBitpacking|       354822|             0|          137689035|            291948|         414566|          137980983|
|  lineitem|       6|        2|      l_suppkey|             int|                9988|   Dictionary|    TurboPForBitpacking|       154735|             0|            6946710|            173994|        1933322|            7120704|
|  lineitem|       6|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|           958|            9240435|              3901|         406413|            9258135|
|  lineitem|       6|        5|l_extendedprice|           float|               63047|   Dictionary|    TurboPForBitpacking|       383354|             0|            8322945|                 0|         298040|            8322945|
|  lineitem|       6|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292976|            8322945|
|  lineitem|       6|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       6|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       6|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       6|       10|     l_shipdate|          string|                  27|   Dictionary|    TurboPForBitpacking|        42168|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       6|       11|   l_commitdate|          string|                 204|   Dictionary|    TurboPForBitpacking|        73823|             0|              65535|            274374|         818251|             339909|
|  lineitem|       6|       12|  l_receiptdate|          string|                  56|   Dictionary|    TurboPForBitpacking|        51520|             0|              65535|            274374|         818251|             339909|
|  lineitem|       6|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             15123|              0|              68199|
|  lineitem|       6|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            106442|              0|              72195|
|  lineitem|       6|       15|      l_comment|          string|               63721|   Dictionary|    TurboPForBitpacking|      4319682|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        0|     l_orderkey|             int|               44739|   Dictionary|    TurboPForBitpacking|       310122|             0|           90372765|            641699|        3130850|           91014464|
|  lineitem|       7|        1|      l_partkey|             int|               55956|   Dictionary|    TurboPForBitpacking|       354990|             0|          137689035|            292049|         413238|          137981084|
|  lineitem|       7|        2|      l_suppkey|             int|                9980|   Dictionary|    TurboPForBitpacking|       154703|             0|            6946710|            174825|        1939101|            7121535|
|  lineitem|       7|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1078|            9240435|              3550|         407235|            9258153|
|  lineitem|       7|        5|l_extendedprice|           float|               62902|   Dictionary|    TurboPForBitpacking|       382774|             0|            8322945|                 0|         298049|            8322945|
|  lineitem|       7|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292985|            8322945|
|  lineitem|       7|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       7|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       7|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       7|       10|     l_shipdate|          string|                  28|   Dictionary|    TurboPForBitpacking|        42208|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       7|       11|   l_commitdate|          string|                 205|   Dictionary|    TurboPForBitpacking|        73863|             0|              65535|            274326|         824491|             339861|
|  lineitem|       7|       12|  l_receiptdate|          string|                  57|   Dictionary|    TurboPForBitpacking|        51560|             0|              65535|            274326|         824491|             339861|
|  lineitem|       7|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             17501|              0|              68199|
|  lineitem|       7|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            107201|              0|              72195|
|  lineitem|       7|       15|      l_comment|          string|               63729|   Dictionary|    TurboPForBitpacking|      4321719|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        0|     l_orderkey|             int|               44850|   Dictionary|    TurboPForBitpacking|       310566|             0|           90372765|            643131|        3112437|           91015896|
|  lineitem|       8|        1|      l_partkey|             int|               55988|   Dictionary|    TurboPForBitpacking|       355118|             0|          137689035|            291997|         411704|          137981032|
|  lineitem|       8|        2|      l_suppkey|             int|                9987|   Dictionary|    TurboPForBitpacking|       154731|             0|            6946710|            172495|        1930484|            7119205|
|  lineitem|       8|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1021|            9240435|              4240|         406326|            9258219|
|  lineitem|       8|        5|l_extendedprice|           float|               63034|   Dictionary|    TurboPForBitpacking|       383302|             0|            8322945|                 0|         297886|            8322945|
|  lineitem|       8|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292935|            8322945|
|  lineitem|       8|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       8|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       8|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       8|       10|     l_shipdate|          string|                  27|   Dictionary|    TurboPForBitpacking|        42168|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       8|       11|   l_commitdate|          string|                 206|   Dictionary|    TurboPForBitpacking|        73903|             0|              65535|            274166|         818164|             339701|
|  lineitem|       8|       12|  l_receiptdate|          string|                  56|   Dictionary|    TurboPForBitpacking|        51520|             0|              65535|            274166|         818164|             339701|
|  lineitem|       8|       13| l_shipinstruct|          string|                   4|   Dictionary|    TurboPForBitpacking|        24899|             0|              65535|             16418|              0|              68199|
|  lineitem|       8|       14|     l_shipmode|          string|                   7|   Dictionary|    TurboPForBitpacking|        24984|             0|              65535|            110109|              0|              72195|
|  lineitem|       8|       15|      l_comment|          string|               63737|   Dictionary|    TurboPForBitpacking|      4322582|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        0|     l_orderkey|             int|               44778|   Dictionary|    TurboPForBitpacking|       310278|             0|           90372765|            638284|        3115022|           91011049|
|  lineitem|       9|        1|      l_partkey|             int|               55830|   Dictionary|    TurboPForBitpacking|       354486|             0|          137689035|            291154|         410161|          137980189|
|  lineitem|       9|        2|      l_suppkey|             int|                9985|   Dictionary|    TurboPForBitpacking|       154723|             0|            6946710|            173565|        1930435|            7120275|
|  lineitem|       9|        3|   l_linenumber|             int|                   7|   Dictionary|    TurboPForBitpacking|        24700|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        4|     l_quantity|           float|                  50|   Dictionary|    TurboPForBitpacking|        49448|          1126|            9240435|              3881|         405853|            9257595|
|  lineitem|       9|        5|l_extendedprice|           float|               63107|   Dictionary|    TurboPForBitpacking|       383594|             0|            8322945|                 0|         296974|            8322945|
|  lineitem|       9|        6|     l_discount|           float|                  11|   Dictionary|    TurboPForBitpacking|        32908|             0|            8322945|                 0|         292071|            8322945|
|  lineitem|       9|        7|          l_tax|           float|                   9|   Dictionary|    TurboPForBitpacking|        32900|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       9|        8|   l_returnflag|          string|                   2|   Dictionary|    TurboPForBitpacking|        16592|             0|            4194240|                 0|              0|            4194240|
|  lineitem|       9|        9|   l_linestatus|          string|                   1|   Dictionary|    TurboPForBitpacking|         8360|             0|            4194240|                 0|              0|            4194240|
