|table_name|chunk_id|column_id|    column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes|point_accesses|sequential_accesses|monotonic_accesses|random_accesses|dictionary_accesses|
|      part|       2|        1|         p_name|          string|               65534|   Dictionary|  FixedSize2ByteAligned|      4964153|             0|          227406450|                 0|              0|             173535|
|      part|       2|        2|         p_mfgr|          string|                   5|   Dictionary|  FixedSize1ByteAligned|        65863|             0|              65535|                 0|              0|              65535|
|      part|       2|        3|        p_brand|          string|                  25|   Dictionary|  FixedSize1ByteAligned|        66663|           310|          339864510|          31305595|        3378923|           27755898|
|      part|       2|        4|         p_type|          string|                 150|   Dictionary|  FixedSize1ByteAligned|        74903|             0|           47512875|         193531376|        2897851|           90729134|
|      part|       2|        5|         p_size|             int|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|           876|          853003560|          71936155|        2954772|           71014467|
|      part|       2|        6|    p_container|          string|                  40|   Dictionary|  FixedSize1ByteAligned|        67263|             1|          147388215|          12231323|         443598|           12314847|
|      part|       2|        7|   p_retailsize|           float|                7452|   Dictionary|  FixedSize2ByteAligned|       160974|             0|              65535|                 0|              0|              65535|
|      part|       2|        8|      p_comment|          string|               51019|   Dictionary|  FixedSize2ByteAligned|      2674580|             0|              65535|                 0|              0|              65535|
|      part|       3|        0|      p_partkey|             int|                3395|   Dictionary|  FixedSize2ByteAligned|        20466|           562|            8596156|           1244329|         458002|            9841047|
|      part|       3|        1|         p_name|          string|                3395|   Dictionary|  FixedSize2ByteAligned|       257384|             0|           11780650|                 0|              0|              84395|
|      part|       3|        2|         p_mfgr|          string|                   5|   Dictionary|  FixedSize1ByteAligned|         3723|             0|               3395|                 0|              0|               3395|
|      part|       3|        3|        p_brand|          string|                  25|   Dictionary|  FixedSize1ByteAligned|         4523|          1122|           17606470|           1620424|         151590|            1510982|
|      part|       3|        4|         p_type|          string|                 150|   Dictionary|  FixedSize1ByteAligned|        12763|             0|            2634791|           9846875|         127549|            5596838|
|      part|       3|        5|         p_size|             int|                  50|   Dictionary|  FixedSize1ByteAligned|         3691|          1597|           44189320|           3725366|         128021|            3849108|
|      part|       3|        6|    p_container|          string|                  40|   Dictionary|  FixedSize1ByteAligned|         5123|             0|            7635355|            633819|          23391|             655198|
|      part|       3|        7|   p_retailsize|           float|                1239|   Dictionary|  FixedSize2ByteAligned|        11842|             0|               3395|                 0|              0|               3395|
|      part|       3|        8|      p_comment|          string|                3278|   Dictionary|  FixedSize2ByteAligned|       163868|             0|               3395|                 0|              0|               3395|
|  lineitem|       0|        0|     l_orderkey|             int|               31956|   Dictionary|  FixedSize2ByteAligned|       258990|             0|          109377915|            514824|        4753457|          109892739|
|  lineitem|       0|        1|      l_partkey|             int|               55822|   Dictionary|  FixedSize2ByteAligned|       354454|             0|          302968305|            335314|         764173|          303303619|
|  lineitem|       0|        2|      l_suppkey|             int|                9989|   Dictionary|  FixedSize2ByteAligned|       171122|             0|            8650620|             88250|        2087371|            8738870|
|  lineitem|       0|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       0|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2312|           11599695|              9467|         634388|           11639595|
|  lineitem|       0|        5|l_extendedprice|           float|               63142|   Dictionary|  FixedSize2ByteAligned|       383734|             0|           11206485|                 0|         351410|           11206485|
|  lineitem|       0|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         338117|           11206485|
|  lineitem|       0|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       0|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|            170|            5636010|
|  lineitem|       0|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|            170|            5636010|
|  lineitem|       0|       10|     l_shipdate|          string|                  80|   Dictionary|  FixedSize1ByteAligned|        68863|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       0|       11|   l_commitdate|          string|                 138|   Dictionary|  FixedSize1ByteAligned|        71183|             0|              65535|            341204|         905695|             406739|
|  lineitem|       0|       12|  l_receiptdate|          string|                 108|   Dictionary|  FixedSize1ByteAligned|        69983|             0|              65535|            341204|         905695|             406739|
|  lineitem|       0|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             36775|              0|              71759|
|  lineitem|       0|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            259563|              0|              81095|
|  lineitem|       0|       15|      l_comment|          string|               63743|   Dictionary|  FixedSize2ByteAligned|      4315175|             0|              65535|                 0|              0|              65535|
|  lineitem|       1|        0|     l_orderkey|             int|               40832|   Dictionary|  FixedSize2ByteAligned|       294494|             0|          109377915|            701911|        4066293|          110079826|
|  lineitem|       1|        1|      l_partkey|             int|               56074|   Dictionary|  FixedSize2ByteAligned|       355462|             0|          302968305|            334825|         728470|          303303130|
|  lineitem|       1|        2|      l_suppkey|             int|                9988|   Dictionary|  FixedSize2ByteAligned|       171118|             0|            8650620|            183543|        2267997|            8834163|
|  lineitem|       1|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       1|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2320|           11599695|              8710|         632390|           11637093|
|  lineitem|       1|        5|l_extendedprice|           float|               63046|   Dictionary|  FixedSize2ByteAligned|       383350|             0|           11206485|                 0|         350317|           11206485|
|  lineitem|       1|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         336838|           11206485|
|  lineitem|       1|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       1|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       1|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       1|       10|     l_shipdate|          string|                  34|   Dictionary|  FixedSize1ByteAligned|        67023|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       1|       11|   l_commitdate|          string|                 171|   Dictionary|  FixedSize1ByteAligned|        72503|             0|              65535|            341684|         988266|             407219|
|  lineitem|       1|       12|  l_receiptdate|          string|                  63|   Dictionary|  FixedSize1ByteAligned|        68183|             0|              65535|            341684|         988266|             407219|
|  lineitem|       1|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             34401|              0|              71759|
|  lineitem|       1|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            257762|              0|              81095|
|  lineitem|       1|       15|      l_comment|          string|               63652|   Dictionary|  FixedSize2ByteAligned|      4318112|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        0|     l_orderkey|             int|               44634|   Dictionary|  FixedSize2ByteAligned|       309702|             0|          109377915|            771114|        3901258|          110149029|
|  lineitem|       2|        1|      l_partkey|             int|               56124|   Dictionary|  FixedSize2ByteAligned|       355662|             0|          302968305|            335140|         705971|          303303445|
|  lineitem|       2|        2|      l_suppkey|             int|                9984|   Dictionary|  FixedSize2ByteAligned|       171102|             0|            8650620|            215452|        2267020|            8866072|
|  lineitem|       2|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       2|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2259|           11599695|             10132|         636012|           11640705|
|  lineitem|       2|        5|l_extendedprice|           float|               63116|   Dictionary|  FixedSize2ByteAligned|       383630|             0|           11206485|                 0|         350350|           11206485|
|  lineitem|       2|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         337549|           11206485|
|  lineitem|       2|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       2|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       2|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       2|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       2|       11|   l_commitdate|          string|                 197|   Dictionary|  FixedSize1ByteAligned|        73543|             0|              65535|            341562|        1017277|             407097|
|  lineitem|       2|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            341562|        1017277|             407097|
|  lineitem|       2|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             37563|              0|              71759|
|  lineitem|       2|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            249421|              0|              81095|
|  lineitem|       2|       15|      l_comment|          string|               63723|   Dictionary|  FixedSize2ByteAligned|      4320918|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        0|     l_orderkey|             int|               44851|   Dictionary|  FixedSize2ByteAligned|       310570|             0|          109377915|            765923|        3882940|          110143838|
|  lineitem|       3|        1|      l_partkey|             int|               55844|   Dictionary|  FixedSize2ByteAligned|       354542|             0|          302968305|            333777|         683279|          303302082|
|  lineitem|       3|        2|      l_suppkey|             int|                9987|   Dictionary|  FixedSize2ByteAligned|       171114|             0|            8650620|            216073|        2259527|            8866693|
|  lineitem|       3|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       3|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          3282|           11599695|              7932|         632168|           11641443|
|  lineitem|       3|        5|l_extendedprice|           float|               63075|   Dictionary|  FixedSize2ByteAligned|       383466|             0|           11206485|                 0|         349001|           11206485|
|  lineitem|       3|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         335968|           11206485|
|  lineitem|       3|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       3|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       3|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       3|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       3|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            340808|        1013781|             406343|
|  lineitem|       3|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            340808|        1013781|             406343|
|  lineitem|       3|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             36723|              0|              71759|
|  lineitem|       3|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            253514|              0|              81095|
|  lineitem|       3|       15|      l_comment|          string|               63721|   Dictionary|  FixedSize2ByteAligned|      4321610|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        0|     l_orderkey|             int|               44941|   Dictionary|  FixedSize2ByteAligned|       310930|             0|          109377915|            777389|        3877594|          110155304|
|  lineitem|       4|        1|      l_partkey|             int|               55800|   Dictionary|  FixedSize2ByteAligned|       354366|             0|          302968305|            335023|         672522|          303303328|
|  lineitem|       4|        2|      l_suppkey|             int|                9988|   Dictionary|  FixedSize2ByteAligned|       171118|             0|            8650620|            215556|        2264810|            8866176|
|  lineitem|       4|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       4|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2436|           11599695|              9255|         634444|           11641119|
|  lineitem|       4|        5|l_extendedprice|           float|               63020|   Dictionary|  FixedSize2ByteAligned|       383246|             0|           11206485|                 0|         350444|           11206485|
|  lineitem|       4|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         337265|           11206485|
|  lineitem|       4|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       4|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       4|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       4|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       4|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|            340701|        1014026|             406236|
|  lineitem|       4|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            340701|        1014026|             406236|
|  lineitem|       4|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             34576|              0|              71759|
|  lineitem|       4|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            251619|              0|              81095|
|  lineitem|       4|       15|      l_comment|          string|               63763|   Dictionary|  FixedSize2ByteAligned|      4321179|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        0|     l_orderkey|             int|               44927|   Dictionary|  FixedSize2ByteAligned|       310874|             0|          109377915|            765295|        3917072|          110143210|
|  lineitem|       5|        1|      l_partkey|             int|               55958|   Dictionary|  FixedSize2ByteAligned|       354998|             0|          302968305|            334919|         662924|          303303224|
|  lineitem|       5|        2|      l_suppkey|             int|                9986|   Dictionary|  FixedSize2ByteAligned|       171110|             0|            8650620|            215188|        2264571|            8865808|
|  lineitem|       5|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       5|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2585|           11599695|              8091|         634365|           11639211|
|  lineitem|       5|        5|l_extendedprice|           float|               63015|   Dictionary|  FixedSize2ByteAligned|       383226|             0|           11206485|                 0|         350066|           11206485|
|  lineitem|       5|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         337044|           11206485|
|  lineitem|       5|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       5|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       5|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       5|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       5|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            340792|        1019409|             406327|
|  lineitem|       5|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            340792|        1019409|             406327|
|  lineitem|       5|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             33239|              0|              71759|
|  lineitem|       5|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            245578|              0|              81095|
|  lineitem|       5|       15|      l_comment|          string|               63703|   Dictionary|  FixedSize2ByteAligned|      4321714|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        0|     l_orderkey|             int|               44741|   Dictionary|  FixedSize2ByteAligned|       310130|             0|          109377915|            773904|        3874500|          110151819|
|  lineitem|       6|        1|      l_partkey|             int|               55914|   Dictionary|  FixedSize2ByteAligned|       354822|             0|          302968305|            334642|         657295|          303302947|
|  lineitem|       6|        2|      l_suppkey|             int|                9988|   Dictionary|  FixedSize2ByteAligned|       171118|             0|            8650620|            215591|        2260674|            8866211|
|  lineitem|       6|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       6|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2177|           11599695|              8937|         636313|           11640429|
|  lineitem|       6|        5|l_extendedprice|           float|               63047|   Dictionary|  FixedSize2ByteAligned|       383354|             0|           11206485|                 0|         350282|           11206485|
|  lineitem|       6|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         337006|           11206485|
|  lineitem|       6|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       6|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       6|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       6|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       6|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|            341122|        1017261|             406657|
|  lineitem|       6|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            341122|        1017261|             406657|
|  lineitem|       6|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             34946|              0|              71759|
|  lineitem|       6|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            248560|              0|              81095|
|  lineitem|       6|       15|      l_comment|          string|               63721|   Dictionary|  FixedSize2ByteAligned|      4319682|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        0|     l_orderkey|             int|               44739|   Dictionary|  FixedSize2ByteAligned|       310122|             0|          109377915|            768947|        3905643|          110146862|
|  lineitem|       7|        1|      l_partkey|             int|               55956|   Dictionary|  FixedSize2ByteAligned|       354990|             0|          302968305|            334035|         651806|          303302340|
|  lineitem|       7|        2|      l_suppkey|             int|                9980|   Dictionary|  FixedSize2ByteAligned|       171086|             0|            8650620|            217456|        2265842|            8868076|
|  lineitem|       7|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       7|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2494|           11599695|              8480|         636271|           11640999|
|  lineitem|       7|        5|l_extendedprice|           float|               62902|   Dictionary|  FixedSize2ByteAligned|       382774|             0|           11206485|                 0|         349487|           11206485|
|  lineitem|       7|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         336248|           11206485|
|  lineitem|       7|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       7|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       7|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       7|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       7|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|            341000|        1025340|             406535|
|  lineitem|       7|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|            341000|        1025340|             406535|
|  lineitem|       7|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             40177|              0|              71759|
|  lineitem|       7|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            248683|              0|              81095|
|  lineitem|       7|       15|      l_comment|          string|               63729|   Dictionary|  FixedSize2ByteAligned|      4321719|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        0|     l_orderkey|             int|               44850|   Dictionary|  FixedSize2ByteAligned|       310566|             0|          109377915|            780575|        3879040|          110158490|
|  lineitem|       8|        1|      l_partkey|             int|               55988|   Dictionary|  FixedSize2ByteAligned|       355118|             0|          302968305|            334765|         646877|          303303070|
|  lineitem|       8|        2|      l_suppkey|             int|                9987|   Dictionary|  FixedSize2ByteAligned|       171114|             0|            8650620|            214745|        2259803|            8865365|
|  lineitem|       8|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       8|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2249|           11599695|             10055|         633506|           11640879|
|  lineitem|       8|        5|l_extendedprice|           float|               63034|   Dictionary|  FixedSize2ByteAligned|       383302|             0|           11206485|                 0|         349979|           11206485|
|  lineitem|       8|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|           11206485|                 0|         337062|           11206485|
|  lineitem|       8|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       8|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       8|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       8|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|            5636010|                 0|              0|            5636010|
|  lineitem|       8|       11|   l_commitdate|          string|                 206|   Dictionary|  FixedSize1ByteAligned|        73903|             0|              65535|            340866|        1017357|             406401|
|  lineitem|       8|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|            340866|        1017357|             406401|
|  lineitem|       8|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             38803|              0|              71759|
|  lineitem|       8|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|              65535|            258099|              0|              81095|
|  lineitem|       8|       15|      l_comment|          string|               63737|   Dictionary|  FixedSize2ByteAligned|      4322582|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        0|     l_orderkey|             int|               44778|   Dictionary|  FixedSize2ByteAligned|       310278|             0|          109377915|            766803|        3896330|          110144718|
|  lineitem|       9|        1|      l_partkey|             int|               55830|   Dictionary|  FixedSize2ByteAligned|       354486|             0|          302968305|            333907|         642835|          303302212|
|  lineitem|       9|        2|      l_suppkey|             int|                9985|   Dictionary|  FixedSize2ByteAligned|       171106|             0|            8650620|            216448|        2261568|            8867068|
|  lineitem|       9|        3|   l_linenumber|             int|                   7|   Dictionary|  FixedSize1ByteAligned|        65659|             0|              65535|                 0|              0|              65535|
|  lineitem|       9|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          2582|           11599695|              9191|         632110|           11639769|
